hardware vs. memory (1000),,
time+,buffalo,csel-kh1250-13
6148.58,1.4,
6148.93,1.4,
6149.27,1.4,
6149.62,1.4,
6149.96,1.4,
6150.3,1.4,
6150.64,1.4,
6151.0,1.4,
6151.34,1.4,
6151.68,1.4,
6152.03,1.4,
6152.37,1.4,
6152.71,1.4,
6153.06,1.4,
6153.4,1.4,
6153.74,1.4,
6154.09,1.4,
6154.44,1.4,
6154.78,1.4,
6155.13,1.4,
6155.47,1.4,
6155.82,1.4,
6156.16,1.4,
6156.51,1.4,
6156.86,1.4,
6157.2,1.4,
6157.55,1.4,
6157.89,1.4,
6158.24,1.4,
6158.58,1.4,
6158.92,1.4,
6159.27,1.4,
6159.61,1.4,
6159.96,1.4,
6160.3,1.4,
6160.65,1.4,
6161.0,1.4,
6161.34,1.4,
6161.69,1.4,
6162.04,1.4,
6162.38,1.4,
6162.73,1.4,
6163.07,1.4,
6163.41,1.4,
6163.76,1.4,
6164.1,1.4,
6164.45,1.4,
6164.8,1.4,
6165.14,1.4,
6165.49,1.4,
6165.84,1.4,
6166.19,1.4,
6166.53,1.4,
6166.88,1.4,
6167.23,1.4,
6167.58,1.4,
6167.92,1.4,
6168.27,1.4,
6168.61,1.4,
6168.96,1.4,
6169.31,1.4,
6169.65,1.4,
6170.0,1.4,
6170.34,1.4,
6170.68,1.4,
6171.03,1.4,
6171.38,1.4,
6171.72,1.4,
6172.06,1.4,
6172.4,1.4,
6172.75,1.4,
6173.09,1.4,
6173.44,1.4,
6173.78,1.4,
6174.13,1.4,
6174.47,1.4,
6174.81,1.4,
6175.16,1.4,
6175.5,1.4,
6175.84,1.4,
6176.19,1.4,
6176.53,1.4,
6176.88,1.4,
6177.22,1.4,
6177.57,1.4,
6177.91,1.4,
6178.26,1.4,
6178.6,1.4,
6178.95,1.4,
6179.29,1.4,
6179.64,1.4,
6179.98,1.4,
6180.33,1.4,
6180.67,1.4,
6181.02,1.4,
6181.36,1.4,
6181.71,1.4,
6182.05,1.4,
6182.4,1.4,
6182.74,1.4,
6183.09,1.4,
6183.44,1.4,
6183.78,1.4,
6184.12,1.4,
6184.47,1.4,
6184.81,1.4,
6185.16,1.4,
6185.51,1.4,
6185.85,1.4,
6186.2,1.4,
6186.54,1.4,
6186.89,1.4,
6187.23,1.4,
6187.58,1.4,
6187.92,1.4,
6188.27,1.4,
6188.61,1.4,
6188.96,1.4,
6189.3,1.4,
6189.65,1.4,
6189.99,1.4,
6190.34,1.4,
6190.69,1.4,
6191.04,1.4,
6191.38,1.4,
6191.72,1.4,
6192.06,1.4,
6192.41,1.4,
6192.75,1.4,
6193.1,1.4,
6193.45,1.4,
6193.79,1.4,
6194.14,1.4,
6194.49,1.4,
6194.84,1.4,
6195.18,1.4,
6195.52,1.4,
6195.86,1.4,
6196.22,1.4,
6196.57,1.4,
6196.91,1.4,
6197.25,1.4,
6197.6,1.4,
6197.95,1.4,
6198.3,1.4,
6198.65,1.4,
6198.99,1.4,
6199.33,1.4,
6199.67,1.4,
6200.02,1.4,
6200.36,1.4,
6200.71,1.4,
6201.06,1.4,
6201.4,1.4,
6201.75,1.4,
6202.09,1.4,
6202.44,1.4,
6202.78,1.4,
6203.14,1.4,
6203.49,1.4,
6203.84,1.4,
6204.18,1.4,
6204.53,1.4,
6204.88,1.4,
6205.22,1.4,
6205.57,1.4,
6205.91,1.4,
6206.25,1.4,
6206.6,1.4,
6206.94,1.4,
6207.28,1.4,
6207.63,1.4,
6207.97,1.4,
6208.32,1.4,
6208.66,1.4,
6209.0,1.4,
6209.35,1.4,
6209.69,1.4,
6210.03,1.4,
6210.38,1.4,
6210.72,1.4,
6211.07,1.4,
6211.41,1.4,
6211.75,1.4,
6212.1,1.4,
6212.44,1.4,
6212.79,1.4,
6213.13,1.4,
6213.48,1.4,
6213.82,1.4,
6214.16,1.4,
6214.51,1.4,
6214.86,1.4,
6215.2,1.4,
6215.55,1.4,
6215.89,1.4,
6216.23,1.4,
6216.58,1.4,
6216.92,1.4,
6217.26,1.4,
6217.61,1.4,
6217.95,1.4,
6218.3,1.4,
6218.64,1.4,
6218.98,1.4,
6219.33,1.4,
6219.67,1.4,
6220.02,1.4,
6220.36,1.4,
6220.7,1.4,
6221.05,1.4,
6221.39,1.4,
6221.74,1.4,
6222.08,1.4,
6222.43,1.4,
6222.77,1.4,
6223.11,1.4,
6223.45,1.4,
6223.8,1.4,
6224.14,1.4,
6224.48,1.4,
6224.83,1.4,
6225.17,1.4,
6225.52,1.4,
6225.86,1.4,
6226.2,1.4,
6226.54,1.4,
6226.88,1.4,
6227.23,1.4,
6227.57,1.4,
6227.91,1.4,
6228.26,1.4,
6228.6,1.4,
6228.94,1.4,
6229.29,1.4,
6229.63,1.4,
6229.97,1.4,
6230.31,1.4,
6230.66,1.4,
6231.0,1.4,
6231.34,1.4,
6231.68,1.4,
6232.02,1.4,
6232.37,1.4,
6232.71,1.4,
6233.05,1.4,
6233.4,1.4,
6233.74,1.4,
6234.08,1.4,
6234.42,1.4,
6234.77,1.4,
6235.11,1.4,
6235.46,1.4,
6235.8,1.4,
6236.15,1.4,
6236.49,1.4,
6236.83,1.4,
6237.18,1.4,
6237.52,1.4,
6237.86,1.4,
6238.21,1.4,
6238.55,1.4,
6238.89,1.4,
6239.24,1.4,
6239.58,1.4,
6239.92,1.4,
6240.27,1.4,
6240.61,1.4,
6240.95,1.4,
6241.3,1.4,
6241.64,1.4,
6241.98,1.4,
6242.32,1.4,
6242.66,1.4,
6243.01,1.4,
6243.35,1.4,
6243.69,1.4,
6244.04,1.4,
6244.38,1.4,
6244.72,1.4,
6245.06,1.4,
6245.41,1.4,
6245.75,1.4,
6246.1,1.4,
6246.44,1.4,
6246.78,1.4,
6247.12,1.4,
6247.47,1.4,
6247.81,1.4,
6248.15,1.4,
6248.49,1.4,
6248.84,1.4,
6249.18,1.4,
6249.52,1.4,
6249.87,1.4,
6250.21,1.4,
6250.55,1.4,
6250.9,1.4,
6251.24,1.4,
6251.58,1.4,
6251.93,1.4,
6252.27,1.4,
6252.61,1.4,
6252.96,1.4,
6253.3,1.4,
6253.64,1.4,
6253.99,1.4,
6254.33,1.4,
6254.67,1.4,
6255.02,1.4,
6255.36,1.4,
6255.71,1.4,
6256.05,1.4,
6256.4,1.4,
6256.74,1.4,
6257.09,1.4,
6257.43,1.4,
6257.78,1.4,
6258.12,1.4,
6258.47,1.4,
6258.81,1.4,
6259.16,1.4,
6259.5,1.4,
6259.85,1.4,
6260.2,1.4,
6260.54,1.4,
6260.88,1.4,
6261.22,1.4,
6261.57,1.4,
6261.91,1.4,
6262.26,1.4,
6262.6,1.4,
6262.95,1.4,
6263.29,1.4,
6263.63,1.4,
6263.98,1.4,
6264.32,1.4,
6264.66,1.4,
6265.01,1.4,
6265.35,1.4,
6265.69,1.4,
6266.04,1.4,
6266.38,1.4,
6266.72,1.4,
6267.07,1.4,
6267.41,1.4,
6267.75,1.4,
6268.1,1.4,
6268.44,1.4,
6268.79,1.4,
6269.13,1.4,
6269.48,1.4,
6269.83,1.4,
6270.17,1.4,
6270.51,1.4,
6270.85,1.4,
6271.2,1.4,
6271.54,1.4,
6271.89,1.4,
6272.24,1.4,
6272.58,1.4,
6272.93,1.4,
6273.27,1.4,
6273.61,1.4,
6273.95,1.4,
6274.3,1.4,
6274.64,1.4,
6274.99,1.4,
6275.34,1.4,
6275.68,1.4,
6276.02,1.4,
6276.37,1.4,
6276.71,1.4,
6277.05,1.4,
6277.4,1.4,
6277.74,1.4,
6278.08,1.4,
6278.43,1.4,
6278.77,1.4,
6279.11,1.4,
6279.46,1.4,
6279.8,1.4,
6280.14,1.4,
6280.48,1.4,
6280.82,1.4,
6281.17,1.4,
6281.51,1.4,
6281.85,1.4,
6282.19,1.4,
6282.53,1.4,
6282.88,1.4,
6283.22,1.4,
6283.56,1.4,
6283.91,1.4,
6284.25,1.4,
6284.59,1.4,
6284.94,1.4,
6285.28,1.4,
6285.63,1.4,
6285.97,1.4,
6286.31,1.4,
6286.65,1.4,
6287.0,1.4,
6287.35,1.4,
6287.69,1.4,
6288.03,1.4,
6288.38,1.4,
6288.73,1.4,
6289.08,1.4,
6289.42,1.4,
6289.76,1.4,
6290.11,1.4,
6290.45,1.4,
6290.79,1.4,
6291.14,1.4,
6291.48,1.4,
6291.82,1.4,
6292.17,1.4,
6292.52,1.4,
6292.86,1.4,
6293.2,1.4,
6293.55,1.4,
6293.89,1.4,
6294.23,1.4,
6294.58,1.4,
6294.92,1.4,
6295.27,1.4,
6295.61,1.4,
6295.96,1.4,
6296.31,1.4,
6296.65,1.4,
6296.99,1.4,
6297.34,1.4,
6297.68,1.4,
6298.03,1.4,
6298.37,1.4,
6298.72,1.4,
6299.06,1.4,
6299.41,1.4,
6299.76,1.4,
6300.11,1.4,
6300.45,1.4,
6300.8,1.4,
6301.15,1.4,
6301.49,1.4,
6301.83,1.4,
6302.18,1.4,
6302.53,1.4,
6302.87,1.4,
6303.22,1.4,
6303.56,1.4,
6303.91,1.4,
6304.25,1.4,
6304.59,1.4,
6304.94,1.4,
6305.28,1.4,
6305.62,1.4,
6305.97,1.4,
6306.31,1.4,
6306.65,1.4,
6307.0,1.4,
6307.34,1.4,
6307.68,1.4,
6308.02,1.4,
6308.37,1.4,
6308.71,1.4,
6309.05,1.4,
6309.39,1.4,
6309.74,1.4,
6310.08,1.4,
6310.42,1.4,
6310.77,1.4,
6311.11,1.4,
6311.47,1.4,
6311.81,1.4,
6312.16,1.4,
6312.51,1.4,
6312.85,1.4,
6313.19,1.4,
6313.54,1.4,
6313.9,1.4,
6314.24,1.4,
6314.58,1.4,
6314.92,1.4,
6315.27,1.4,
6315.61,1.4,
6315.95,1.4,
6316.29,1.4,
6316.63,1.4,
6316.98,1.4,
6317.32,1.4,
6317.68,1.4,
6318.02,1.4,
6318.36,1.4,
6318.7,1.4,
6319.04,1.4,
6319.4,1.4,
6319.74,1.4,
6320.08,1.4,
6320.43,1.4,
6320.77,1.4,
6321.11,1.4,
6321.45,1.4,
6321.8,1.4,
6322.14,1.4,
6322.48,1.4,
6322.82,1.4,
6323.17,1.4,
6323.51,1.4,
6323.85,1.4,
6324.2,1.4,
6324.54,1.4,
6324.88,1.4,
6325.23,1.4,
6325.57,1.4,
6325.92,1.4,
6326.26,1.4,
6326.6,1.4,
6326.95,1.4,
6327.29,1.4,
6327.64,1.4,
6327.98,1.4,
6328.32,1.4,
6328.67,1.4,
6329.01,1.4,
6329.36,1.4,
6329.7,1.4,
6330.04,1.4,
6330.39,1.4,
6330.73,1.4,
6331.08,1.4,
6331.42,1.4,
6331.77,1.4,
6332.11,1.4,
6332.46,1.4,
6332.8,1.4,
6333.15,1.4,
6333.49,1.4,
6333.83,1.4,
6334.18,1.4,
6334.52,1.4,
6334.87,1.4,
6335.21,1.4,
6335.55,1.4,
6335.9,1.4,
6336.25,1.4,
6336.59,1.4,
6336.93,1.4,
6337.28,1.4,
6337.62,1.4,
6337.96,1.4,
6338.31,1.4,
6338.65,1.4,
6338.99,1.4,
6339.34,1.4,
6339.68,1.4,
6340.03,1.4,
6340.37,1.4,
6340.72,1.4,
6341.07,1.4,
6341.41,1.4,
6341.76,1.4,
6342.1,1.4,
6342.44,1.4,
6342.79,1.4,
6343.14,1.4,
6343.48,1.4,
6343.83,1.4,
6344.17,1.4,
6344.52,1.4,
6344.86,1.4,
6345.21,1.4,
6345.55,1.4,
6345.9,1.4,
6346.23,1.4,
6346.57,1.4,
6346.92,1.4,
6347.26,1.4,
6347.6,1.4,
6347.94,1.4,
6348.29,1.4,
6348.63,1.4,
6348.98,1.4,
6349.33,1.4,
6349.67,1.4,
6350.01,1.4,
6350.36,1.4,
6350.7,1.4,
6351.04,1.4,
6351.38,1.4,
6351.73,1.4,
6352.08,1.4,
6352.43,1.4,
6352.77,1.4,
6353.12,1.4,
6353.46,1.4,
6353.8,1.4,
6354.15,1.4,
6354.49,1.4,
6354.83,1.4,
6355.18,1.4,
6355.52,1.4,
6355.87,1.4,
6356.21,1.4,
6356.56,1.4,
6356.9,1.4,
6357.24,1.4,
6357.58,1.4,
6357.93,1.4,
6358.27,1.4,
6358.61,1.4,
6358.96,1.4,
6359.3,1.4,
6359.65,1.4,
6359.99,1.4,
6360.34,1.4,
6360.68,1.4,
6361.02,1.4,
6361.37,1.4,
6361.72,1.4,
6362.07,1.4,
6362.4,1.4,
6362.75,1.4,
6363.1,1.4,
6363.44,1.4,
6363.79,1.4,
6364.13,1.4,
6364.47,1.4,
6364.81,1.4,
6365.15,1.4,
6365.51,1.4,
6365.86,1.4,
6366.2,1.4,
6366.54,1.4,
6366.89,1.4,
6367.23,1.4,
6367.58,1.4,
6367.92,1.4,
6368.27,1.4,
6368.62,1.4,
6368.96,1.4,
6369.3,1.4,
6369.65,1.4,
6369.99,1.4,
6370.34,1.4,
6370.69,1.4,
6371.04,1.4,
6371.38,1.4,
6371.73,1.4,
6372.08,1.4,
6372.43,1.4,
6372.77,1.4,
6373.12,1.4,
6373.46,1.4,
6373.81,1.4,
6374.15,1.4,
6374.51,1.4,
6374.85,1.4,
6375.2,1.4,
6375.54,1.4,
6375.89,1.4,
6376.23,1.4,
6376.57,1.4,
6376.92,1.4,
6377.27,1.4,
6377.61,1.4,
6377.95,1.4,
6378.3,1.4,
6378.64,1.4,
6378.98,1.4,
6379.33,1.4,
6379.67,1.4,
6380.02,1.4,
6380.37,1.4,
6380.71,1.4,
6381.06,1.4,
6381.4,1.4,
6381.74,1.4,
6382.1,1.4,
6382.45,1.4,
6382.79,1.4,
6383.14,1.4,
6383.48,1.4,
6383.83,1.4,
6384.17,1.4,
6384.51,1.4,
6384.86,1.4,
6385.2,1.4,
6385.55,1.4,
6385.89,1.4,
6386.24,1.4,
6386.58,1.4,
6386.92,1.4,
6387.27,1.4,
6387.61,1.4,
6387.96,1.4,
6388.3,1.4,
6388.65,1.4,
6388.99,1.4,
6389.34,1.4,
6389.68,1.4,
6390.02,1.4,
6390.37,1.4,
6390.71,1.4,
6391.06,1.4,
6391.41,1.4,
6391.76,1.4,
6392.1,1.4,
6392.45,1.4,
6392.79,1.4,
6393.14,1.4,
6393.48,1.4,
6393.83,1.4,
6394.18,1.4,
6394.52,1.4,
6394.86,1.4,
6395.21,1.4,
6395.55,1.4,
6395.9,1.4,
6396.25,1.4,
6396.59,1.4,
6396.94,1.4,
6397.28,1.4,
6397.63,1.4,
6397.97,1.4,
6398.31,1.4,
6398.66,1.4,
6399.01,1.4,
6399.35,1.4,
6399.7,1.4,
6400.04,1.4,
6400.39,1.4,
6400.73,1.4,
6401.08,1.4,
6401.42,1.4,
6401.77,1.4,
6402.11,1.4,
6402.45,1.4,
6402.8,1.4,
6403.14,1.4,
6403.49,1.4,
6403.83,1.4,
6404.18,1.4,
6404.53,1.4,
6404.87,1.4,
6405.21,1.4,
6405.56,1.4,
6405.9,1.4,
6406.24,1.4,
6406.59,1.4,
6406.93,1.4,
6407.28,1.4,
6407.62,1.4,
6407.96,1.4,
6408.31,1.4,
6408.65,1.4,
6408.99,1.4,
6409.34,1.4,
6409.68,1.4,
6410.02,1.4,
6410.37,1.4,
6410.72,1.4,
6411.06,1.4,
6411.41,1.4,
6411.75,1.4,
6412.1,1.4,
6412.45,1.4,
6412.79,1.4,
6413.14,1.4,
6413.48,1.4,
6413.83,1.4,
6414.17,1.4,
6414.52,1.4,
6414.86,1.4,
6415.2,1.4,
6415.55,1.4,
6415.89,1.4,
6416.24,1.4,
6416.58,1.4,
6416.93,1.4,
6417.27,1.4,
6417.62,1.4,
6417.96,1.4,
6418.3,1.4,
6418.65,1.4,
6418.99,1.4,
6419.34,1.4,
6419.68,1.4,
6420.03,1.4,
6420.38,1.4,
6420.72,1.4,
6421.07,1.4,
6421.41,1.4,
6421.75,1.4,
6422.1,1.4,
6422.44,1.4,
6422.78,1.4,
6423.13,1.4,
6423.47,1.4,
6423.81,1.4,
6424.16,1.4,
6424.5,1.4,
6424.85,1.4,
6425.19,1.4,
6425.53,1.4,
6425.87,1.4,
6426.22,1.4,
6426.57,1.4,
6426.92,1.4,
6427.26,1.4,
6427.6,1.4,
6427.95,1.4,
6428.29,1.4,
6428.64,1.4,
6428.98,1.4,
6429.33,1.4,
6429.67,1.4,
6430.01,1.4,
6430.36,1.4,
6430.7,1.4,
6431.05,1.4,
6431.4,1.4,
6431.75,1.4,
6432.1,1.4,
6432.45,1.4,
6432.79,1.4,
6433.14,1.4,
6433.49,1.4,
6433.83,1.4,
6434.18,1.4,
6434.52,1.4,
6434.87,1.4,
6435.21,1.4,
6435.55,1.4,
6435.9,1.4,
6436.24,1.4,
6436.59,1.4,
6436.93,1.4,
6437.27,1.4,
6437.62,1.4,
6437.97,1.4,
6438.31,1.4,
6438.66,1.4,
6439.0,1.4,
6439.35,1.4,
6439.7,1.4,
6440.04,1.4,
6440.39,1.4,
6440.73,1.4,
6441.07,1.4,
6441.42,1.4,
6441.76,1.4,
6442.11,1.4,
6442.46,1.4,
6442.8,1.4,
6443.15,1.4,
6443.49,1.4,
6443.83,1.4,
6444.18,1.4,
6444.52,1.4,
6444.86,1.4,
6445.21,1.4,
6445.55,1.4,
6445.9,1.4,
6446.24,1.4,
6446.59,1.4,
6446.93,1.4,
6447.28,1.4,
6447.62,1.4,
6447.96,1.4,
6448.31,1.4,
6448.65,1.4,
6449.0,1.4,
6449.34,1.4,
6449.68,1.4,
6450.04,1.4,
6450.38,1.4,
6450.72,1.4,
6451.07,1.4,
6451.41,1.4,
6451.76,1.4,
6452.13,1.4,
6452.48,1.4,
6452.82,1.4,
6453.17,1.4,
6453.51,1.4,
6453.86,1.4,
6454.2,1.4,
6454.55,1.4,
6454.88,1.4,
6455.23,1.4,
6455.57,1.4,
6455.92,1.4,
6456.26,1.4,
6456.6,1.4,
6456.95,1.4,
6457.29,1.4,
6457.64,1.4,
6457.98,1.4,
6458.32,1.4,
6458.67,1.4,
6459.01,1.4,
6459.36,1.4,
6459.7,1.4,
6460.04,1.4,
6460.39,1.4,
6460.73,1.4,
6461.08,1.4,
6461.42,1.4,
6461.76,1.4,
6462.11,1.4,
6462.45,1.4,
6462.79,1.4,
6463.14,1.4,
6463.49,1.4,
6463.83,1.4,
6464.17,1.4,
6464.52,1.4,
6464.86,1.4,
6465.21,1.4,
6465.55,1.4,
6465.89,1.4,
6466.24,1.4,
6466.59,1.4,
6466.94,1.4,
6467.28,1.4,
6467.62,1.4,
6467.97,1.4,
6468.32,1.4,
6468.66,1.4,
6469.01,1.4,
6469.36,1.4,
6469.71,1.4,
6470.05,1.4,
6470.4,1.4,
6470.74,1.4,
6471.09,1.4,
6471.43,1.4,
6471.78,1.4,
6472.12,1.4,
6472.47,1.4,
6472.82,1.4,
6473.16,1.4,
6473.51,1.4,
6473.86,1.4,
6474.2,1.4,
6474.55,1.4,
6474.89,1.4,
6475.24,1.4,
6475.58,1.4,
6475.92,1.4,
6476.27,1.4,
6476.61,1.4,
6476.95,1.4,
6477.3,1.4,
6477.64,1.4,
6477.99,1.4,
6478.33,1.4,
6478.68,1.4,
6479.02,1.4,
6479.37,1.4,
6479.71,1.4,
6480.06,1.4,
6480.4,1.4,
6480.75,1.4,
6481.09,1.4,
6481.44,1.4,
6481.78,1.4,
6482.13,1.4,
6482.47,1.4,
6482.82,1.4,
6483.16,1.4,
6483.53,1.4,
6483.87,1.4,
6484.22,1.4,
6484.56,1.4,
6484.91,1.4,
6485.25,1.4,
6485.59,1.4,
6485.94,1.4,
6486.28,1.4,
6486.63,1.4,
6486.97,1.4,
6487.32,1.4,
6487.66,1.4,
6488.01,1.4,
6488.35,1.4,
6488.69,1.4,
6489.03,1.4,
6489.38,1.4,
6489.72,1.4,
6490.07,1.4,
6490.41,1.4,
6490.76,1.4,
6491.1,1.4,
6491.45,1.4,
6491.79,1.4,
6492.13,1.4,
6492.48,1.4,
6492.82,1.4,
6493.16,1.4,
6493.51,1.4,
6493.85,1.4,
6494.2,1.4,
6494.54,1.4,
6494.89,1.4,
6495.24,1.4,
6495.59,1.4,
6495.93,1.4,
6496.27,1.4,
6496.62,1.4,
6496.97,1.4,
6497.32,1.4,
6497.68,1.4,
6498.02,1.4,
6498.37,1.4,
6498.72,1.4,
6499.06,1.4,
6499.41,1.4,
6499.75,1.4,
6500.1,1.4,
6500.46,1.4,
6500.81,1.4,
6501.16,1.4,
6501.51,1.4,
6501.86,1.4,
6502.2,1.4,
6502.55,1.4,
6502.9,1.4,
6503.25,1.4,
6503.61,1.4,
6503.96,1.4,
6504.3,1.4,
6504.65,1.4,
6504.99,1.4,
6505.33,1.4,
6505.68,1.4,
6506.02,1.4,
6506.37,1.4,
6506.71,1.4,
6507.06,1.4,
6507.4,1.4,
6507.75,1.4,
6508.08,1.4,
6508.43,1.4,
6508.78,1.4,
6509.13,1.4,
6509.47,1.4,
6509.82,1.4,
6510.16,1.4,
6510.51,1.4,
6510.85,1.4,
6511.2,1.4,
6511.55,1.4,
6511.9,1.4,
6512.25,1.4,
6512.59,1.4,
6512.94,1.4,
6513.28,1.4,
6513.63,1.4,
6513.99,1.4,
6514.33,1.4,
6514.68,1.4,
6515.03,1.4,
6515.36,1.4,
6515.72,1.4,
6516.06,1.4,
6516.4,1.4,
6516.74,1.4,
6517.08,1.4,
6517.43,1.4,
6517.78,1.4,
6518.12,1.4,
6518.46,1.4,
6518.82,1.4,
6519.17,1.4,
6519.51,1.4,
6519.86,1.4,
6520.2,1.4,
6520.55,1.4,
6520.9,1.4,
6521.25,1.4,
6521.6,1.4,
6521.95,1.4,
6522.29,1.4,
6522.64,1.4,
6523.02,1.4,
6523.37,1.4,
6523.71,1.4,
6524.06,1.4,
6524.4,1.4,
6524.75,1.4,
6525.1,1.4,
6525.44,1.4,
6525.79,1.4,
6526.14,1.4,
6526.48,1.4,
6526.83,1.4,
6527.18,1.4,
6527.53,1.4,
6527.88,1.4,
6528.22,1.4,
6528.57,1.4,
6528.92,1.4,
6529.26,1.4,
6529.6,1.4,
6529.95,1.4,
6530.3,1.4,
6530.65,1.4,
6530.99,1.4,
6531.34,1.4,
6531.68,1.4,
6532.03,1.4,
6532.37,1.4,
6532.72,1.4,
6533.07,1.4,
6533.42,1.4,
6533.77,1.4,
6534.12,1.4,
6534.46,1.4,
6534.82,1.4,
6535.16,1.4,
6535.51,1.4,
6535.86,1.4,
6536.21,1.4,
6536.56,1.4,
6536.9,1.4,
6537.25,1.4,
6537.6,1.4,
6537.96,1.4,
6538.3,1.4,
6538.65,1.4,
6539.0,1.4,
6539.35,1.4,
6539.69,1.4,
6540.04,1.4,
6540.39,1.4,
6540.74,1.4,
6541.09,1.4,
6541.44,1.4,
6541.79,1.4,
6542.14,1.4,
6542.49,1.4,
6542.84,1.4,
6543.19,1.4,
6543.54,1.4,
6543.89,1.4,
6544.23,1.4,
6544.59,1.4,
6544.93,1.4,
6545.28,1.4,
6545.63,1.4,
6545.98,1.4,
6546.32,1.4,
6546.67,1.4,
6547.01,1.4,
6547.36,1.4,
6547.71,1.4,
6548.05,1.4,
6548.4,1.4,
6548.74,1.4,
6549.09,1.4,
6549.44,1.4,
6549.78,1.4,
6550.13,1.4,
6550.47,1.4,
6550.82,1.4,
6551.17,1.4,
6551.52,1.4,
6551.87,1.4,
6552.21,1.4,
6552.56,1.4,
6552.9,1.4,
6553.25,1.4,
6553.6,1.4,
6553.95,1.4,
6554.29,1.4,
6554.63,1.4,
6554.98,1.4,
6555.32,1.4,
6555.67,1.4,
6556.02,1.4,
6556.37,1.4,
6556.72,1.4,
6557.07,1.4,
6557.42,1.4,
6557.77,1.4,
6558.11,1.4,
6558.46,1.4,
6558.8,1.4,
6559.15,1.4,
6559.5,1.4,
6559.84,1.4,
6560.2,1.4,
6560.54,1.4,
6560.88,1.4,
6561.23,1.4,
6561.58,1.4,
6561.93,1.4,
6562.28,1.4,
6562.62,1.4,
6562.97,1.4,
6563.32,1.4,
6563.66,1.4,
6564.0,1.4,
6564.36,1.4,
6564.71,1.4,
6565.05,1.4,
6565.4,1.4,
6565.75,1.4,
6566.09,1.4,
6566.44,1.4,
6566.78,1.4,
6567.13,1.4,
6567.48,1.4,
6567.82,1.4,
6568.17,1.4,
6568.52,1.4,
6568.87,1.4,
6569.22,1.4,
6569.56,1.4,
6569.91,1.4,
6570.25,1.4,
6570.6,1.4,
6570.95,1.4,
6571.29,1.4,
6571.64,1.4,
6571.99,1.4,
6572.34,1.4,
6572.68,1.4,
6573.02,1.4,
6573.37,1.4,
6573.73,1.4,
6574.07,1.4,
6574.41,1.4,
6574.76,1.4,
6575.1,1.4,
6575.45,1.4,
6575.79,1.4,
6576.14,1.4,
6576.48,1.4,
6576.83,1.4,
6577.18,1.4,
6577.53,1.4,
6577.88,1.4,
6578.23,1.4,
6578.58,1.4,
6578.92,1.4,
6579.27,1.4,
6579.61,1.4,
6579.96,1.4,
6580.3,1.4,
6580.65,1.4,
6580.99,1.4,
6581.34,1.4,
6581.69,1.4,
6582.03,1.4,
6582.37,1.4,
6582.72,1.4,
6583.06,1.4,
6583.41,1.4,
6583.75,1.4,
6584.1,1.4,
6584.44,1.4,
6584.79,1.4,
6585.14,1.4,
6585.48,1.4,
6585.83,1.4,
6586.18,1.4,
6586.52,1.4,
6586.87,1.4,
6587.21,1.4,
6587.56,1.4,
6587.9,1.4,
6588.26,1.4,
6588.61,1.4,
6588.96,1.4,
6589.31,1.4,
6589.66,1.4,
6590.0,1.4,
6590.35,1.4,
6590.69,1.4,
6591.04,1.4,
6591.39,1.4,
6591.74,1.4,
6592.08,1.4,
6592.43,1.4,
6592.78,1.4,
6593.12,1.4,
6593.47,1.4,
6593.82,1.4,
6594.16,1.4,
6594.51,1.4,
6594.85,1.4,
6595.2,1.4,
6595.54,1.4,
6595.89,1.4,
6596.23,1.4,
6596.57,1.4,
6596.91,1.4,
6597.25,1.4,
6597.6,1.4,
6597.94,1.4,
6598.28,1.4,
6598.63,1.4,
6598.97,1.4,
6599.32,1.4,
6599.66,1.4,
6600.0,1.4,
6600.35,1.4,
6600.7,1.4,
6601.04,1.4,
6601.38,1.4,
6601.72,1.4,
6602.07,1.4,
6602.41,1.4,
6602.75,1.4,
6603.09,1.4,
6603.43,1.4,
6603.78,1.4,
6604.12,1.4,
6604.47,1.4,
6604.81,1.4,
6605.15,1.4,
6605.49,1.4,
6605.84,1.4,
6606.18,1.4,
6606.53,1.4,
6606.87,1.4,
6607.21,1.4,
6607.55,1.4,
6607.89,1.4,
6608.24,1.4,
6608.58,1.4,
6608.92,1.4,
6609.26,1.4,
6609.61,1.4,
6609.95,1.4,
6610.29,1.4,
6610.64,1.4,
6610.98,1.4,
6611.32,1.4,
6611.67,1.4,
6612.01,1.4,
6612.35,1.4,
6612.7,1.4,
6613.04,1.4,
6613.38,1.4,
6613.73,1.4,
6614.07,1.4,
6614.41,1.4,
6614.75,1.4,
6615.1,1.4,
6615.44,1.4,
6615.79,1.4,
6616.13,1.4,
6616.47,1.4,
6616.81,1.4,
6617.16,1.4,
6617.5,1.4,
6617.84,1.4,
6618.19,1.4,
6618.53,1.4,
6618.87,1.4,
6619.22,1.4,
6619.57,1.4,
6619.91,1.4,
6620.26,1.4,
6620.6,1.4,
6620.94,1.4,
6621.29,1.4,
6621.63,1.4,
6621.97,1.4,
6622.32,1.4,
6622.66,1.4,
6623.01,1.4,
6623.35,1.4,
6623.69,1.4,
6624.04,1.4,
6624.38,1.4,
6624.73,1.4,
6625.07,1.4,
6625.41,1.4,
6625.75,1.4,
6626.1,1.4,
6626.44,1.4,
6626.78,1.4,
6627.13,1.4,
6627.47,1.4,
6627.81,1.4,
6628.15,1.4,
6628.5,1.4,
6628.84,1.4,
6629.18,1.4,
6629.53,1.4,
6629.87,1.4,
